ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
A81030,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,,YGA-0021074,079953071044,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81030,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,,A81030-811864,200000021193,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81031,HAVELOCK GRANGE PRACTICE,,YGA-0021074,200000006227,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20170130,16C,NHS TEES VALLEY CCG
A81031,HAVELOCK GRANGE PRACTICE,,A81031-829983,200000019894,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81032,THE GARTH,,YGA-0021074,327911571047,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130130,16C,NHS TEES VALLEY CCG
A81032,THE GARTH,,A81032-811865,200000021194,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81034,THORNABY & BARWICK MEDICAL GROUP,,YGA-0021074,958163996043,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81034,THORNABY & BARWICK MEDICAL GROUP,,A81034-829984,200000019895,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81035,NEWLANDS MEDICAL CENTRE,,A81035-814092,124544614017,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130624,16C,NHS TEES VALLEY CCG
A81035,NEWLANDS MEDICAL CENTRE,,A81035-811810,200000021141,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81036,NORTON MEDICAL CENTRE,,YGA-0021074,319315677041,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81036,NORTON MEDICAL CENTRE,,A81036-829985,200000019896,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81037,THE ERIMUS PRACTICE,,YGA-0021074,752107184042,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81037,THE ERIMUS PRACTICE,,A81037-811866,200000021195,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81038,HIRSEL MEDICAL CENTRE,,YGA-0021074,488986034046,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81038,HIRSEL MEDICAL CENTRE,,A81038-811867,200000021196,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81039,EAGLESCLIFFE MEDICAL PRACTICE,,A81039-816376,171376221049,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20140307,16C,NHS TEES VALLEY CCG
A81039,EAGLESCLIFFE MEDICAL PRACTICE,,A81039-810148,200000019998,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81040,MARSH HOUSE MEDICAL PRACTICE,,A81040-806539,281860485040,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20110908,16C,NHS TEES VALLEY CCG
A81040,MARSH HOUSE MEDICAL PRACTICE,,A81040-810149,200000019999,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81041,HART MEDICAL PRACTICE,,YGA-0021074,200000006167,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20170111,16C,NHS TEES VALLEY CCG
A81041,HART MEDICAL PRACTICE,,A81041-829986,200000019897,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81042,SOUTH GRANGE MEDICAL GROUP PRACTICE,,YGA-0021074,768645664048,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81042,SOUTH GRANGE MEDICAL GROUP PRACTICE,,A81042-811868,200000021197,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81043,THE MANOR HOUSE SURGERY,,A81043-814670,350285682042,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130916,16C,NHS TEES VALLEY CCG
A81043,THE MANOR HOUSE SURGERY,,A81043-830863,200000033130,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20211221,16C,NHS TEES VALLEY CCG
A81044,MCKENZIE HOUSE SURGERY,,YGA-0021074,336295134017,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140312,16C,NHS TEES VALLEY CCG
A81044,MCKENZIE HOUSE SURGERY,,A81044-829987,200000019898,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81045,THE COATHAM ROAD SURGERY,,YGA-0021074,408493990043,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140318,16C,NHS TEES VALLEY CCG
A81045,THE COATHAM ROAD SURGERY,,A81045-811869,200000021198,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81046,WOODLANDS FAMILY MEDICAL CENTRE,,YGA-0021074,253096833046,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81046,WOODLANDS FAMILY MEDICAL CENTRE,,A81046-829988,200000019899,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81048,ZETLAND MEDICAL PRACTICE,,YGA-0021074,200000009172,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20171005,16C,NHS TEES VALLEY CCG
A81048,ZETLAND MEDICAL PRACTICE,,A81048-811871,200000021199,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81049,KINGS MEDICAL CENTRE,,YGA-0021074,330496570046,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81049,KINGS MEDICAL CENTRE,,A81049-811876,200000021200,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81051,CAMBRIDGE MEDICAL GROUP,,YGA-0021074,527758987046,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81051,CAMBRIDGE MEDICAL GROUP,,A81051-811878,200000021201,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81052,THE GREEN HOUSE SURGERY,,YGA-0021074,514012137048,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81052,THE GREEN HOUSE SURGERY,,A81052-811885,200000021202,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81053,WOODSIDE SURGERY,,YGA-0021074,200000032989,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20211130,16C,NHS TEES VALLEY CCG
A81053,WOODSIDE SURGERY,,A81053-830794,200000032990,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20211201,16C,NHS TEES VALLEY CCG
A81054,THE SALTSCAR SURGERY,,YGA-0021074,949107576041,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81054,THE SALTSCAR SURGERY,,A81054-811888,200000021203,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81056,MELROSE SURGERY,,YGA-0021074,936143079049,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81056,MELROSE SURGERY,,A81056-829989,200000019900,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81057,KINGSWAY MEDICAL CENTRE,,YGA-0021074,947808431045,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81057,KINGSWAY MEDICAL CENTRE,,A81057-829990,200000019901,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81058,COULBY MEDICAL PRACTICE,,A81058-818200,825998409049,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20141114,16C,NHS TEES VALLEY CCG
A81058,COULBY MEDICAL PRACTICE,,A81058-811813,200000021144,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81060,THE KOH PRACTICE,,YGA-0021074,264181275043,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81060,THE KOH PRACTICE,,A81060-829991,200000019902,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81063,THE HEADLAND MEDICAL CENTRE,,YGA-0021074,200000014575,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20190404,16C,NHS TEES VALLEY CCG
A81063,THE HEADLAND MEDICAL CENTRE,,A81063-829992,200000019903,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81064,THE DISCOVERY PRACTICE,,YGA-0021074,343694337043,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81064,THE DISCOVERY PRACTICE,,A81064-811894,200000021204,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81065,THE ESTON SURGERY,,YGA-0021074,807191905049,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81065,THE ESTON SURGERY,,A81065-811898,200000021205,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81066,PARK LANE SURGERY,,YGA-0021074,200000032664,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20211028,16C,NHS TEES VALLEY CCG
A81066,PARK LANE SURGERY,,A81066-830645,200000032665,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20211028,16C,NHS TEES VALLEY CCG
A81067,ALMA MEDICAL CENTRE,,YGA-0021074,640603640049,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81067,ALMA MEDICAL CENTRE,,A81067-829993,200000019904,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81070,MCKENZIE GROUP PRACTICE,,YGA-0021074,476019036047,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81070,MCKENZIE GROUP PRACTICE,,A81070-829994,200000019905,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81602,DR RASOOL,,YGA-0021074,200000014600,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20190409,16C,NHS TEES VALLEY CCG
A81602,DR RASOOL,,A81602-829995,200000019906,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81608,ELM TREE SURGERY,,YGA-0021074,834910654047,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81608,ELM TREE SURGERY,,A81608-829996,200000019907,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81610,THE ROSEBERRY PRACTICE,,YGA-0021074,200000014566,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20190403,16C,NHS TEES VALLEY CCG
A81610,THE ROSEBERRY PRACTICE,,A81610-829997,200000019908,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81611,PARKWAY MEDICAL CENTRE,,A81611-814484,550125318042,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130823,16C,NHS TEES VALLEY CCG
A81611,PARKWAY MEDICAL CENTRE,,A81611-811814,200000021145,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81612,THE PATEL PRACTICE,,YGA-0021074,652814406045,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81612,THE PATEL PRACTICE,,A81612-829998,200000019909,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81618,HUNTCLIFF SURGERY,,A81618-814614,762846935042,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130909,16C,NHS TEES VALLEY CCG
A81618,HUNTCLIFF SURGERY,,A81618-811815,200000021146,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81621,THORNTREE SURGERY,,YGA-0021074,198642734042,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81621,THORNTREE SURGERY,,A81621-811903,200000021206,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81622,GLADSTONE HOUSE SURGERY,,YGA-0021074,200000001800,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20160126,16C,NHS TEES VALLEY CCG
A81622,GLADSTONE HOUSE SURGERY,,A81622-829999,200000019910,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81629,RIVERSIDE MEDICAL PRACTICE,,YGA-0021074,885264893045,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81629,RIVERSIDE MEDICAL PRACTICE,,A81629-810000,200000019911,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81630,FOUNDATIONS,,YGA-0021074,652650300047,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81630,FOUNDATIONS,,A81630-811905,200000021207,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81631,WEST VIEW MILLENIUM SURGERY A,,YGA-0021074,938945076041,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81631,WEST VIEW MILLENIUM SURGERY A,,A81631-810002,200000019912,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A81632,LAWSON STREET PRACTICE,20200630,YGA-0021074,518467544046,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81633,FOUNDATIONS -HARRIS STREET,,YGA-0021074,293692391049,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81633,FOUNDATIONS -HARRIS STREET,,A81633-811906,200000021208,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191218,16C,NHS TEES VALLEY CCG
A81634,THE ARRIVAL PRACTICE,,YGA-0021074,535576402049,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140121,16C,NHS TEES VALLEY CCG
A81634,THE ARRIVAL PRACTICE,,A81634-810007,200000019913,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191211,16C,NHS TEES VALLEY CCG
A82003,ULVERSTON HEALTH CENTRE (MURRAY),,A82003-806777,991190917013,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20111031,01K,NHS MORECAMBE BAY CCG
A82003,ULVERSTON HEALTH CENTRE (MURRAY),,A82003-810833,200000020406,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191213,01K,NHS MORECAMBE BAY CCG
A82004,ALSTON MEDICAL PRACTICE,,A82004-817923,420477995047,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20141003,01H,NHS NORTH CUMBRIA CCG
A82004,ALSTON MEDICAL PRACTICE,,A82004-811086,200000020566,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191216,01H,NHS NORTH CUMBRIA CCG
A82005,AMBLESIDE HEALTH CENTRE,,A82005-805650,031590848011,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20110119,01K,NHS MORECAMBE BAY CCG
A82005,AMBLESIDE HEALTH CENTRE,,A82005-810834,200000020407,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191213,01K,NHS MORECAMBE BAY CCG
A82006,APPLEBY MEDICAL PRACTICE,,A82006-814523,137439421017,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130830,01H,NHS NORTH CUMBRIA CCG
