==================================================================
Job Run - Mon 2 Dec 2019 13:13:23 GMT
ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
C81076,"TIDESWELL SURGERY","",C81076-813700,200000022482,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200409,15M,"NHS DERBY AND DERBYSHIRE CCG"
C81104,"OVERSEAL SURGERY","",C81104-825622,200000015468,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190924,15M,"NHS DERBY AND DERBYSHIRE CCG"
C81648,"OAKWOOD SURGERY","",C81648-825621,200000015467,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190924,15M,"NHS DERBY AND DERBYSHIRE CCG"
C82036,"TWO SHIRES MEDICAL PRACTICE","",C82036-814478,200000022926,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200511,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND CCG"
C82657,"DR BJ SHAH'S PRACTICE","",C82657-825809,200000015654,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190924,04V,"NHS WEST LEICESTERSHIRE CCG"
C82663,"THE SURGERY ASHBY","",YGA-0021074,200000002433,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160718,04V,"NHS WEST LEICESTERSHIRE CCG"
C83016,"SPRINGCLIFFE SURGERY","",YGA-0021074,2.31946E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,04D,"NHS LINCOLNSHIRE WEST CCG"
C83633,"HAWTHORN SURGERY","",YGA-0021074,2E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20171117,04D,"NHS LINCOLNSHIRE WEST CCG"
C84002,"CHURCH WALK SURGERY","",YGA-0021074,688157987019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,04M,"NHS NOTTINGHAM WEST CCG"
C84003,"WEST END SURGERY","",YGA-0021074,316071914048,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140513,04M,"NHS NOTTINGHAM WEST CCG"
C84104,"GREENFIELDS MEDICAL CENTRE (SHARMA OP)","",C84104-825832,200000015677,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190924,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84124,"WHYBURN MEDICAL PRACTICE","",C84124-814481,200000022929,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200511,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84125,"APPLE TREE MEDICAL PRACTICE","",YGA-0021074,1.39392E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140122,04L,"NHS NOTTINGHAM NORTH AND EAST CCG"
C84133,"PEACOCK HEALTHCARE","",C84133-814482,200000022930,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200511,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84602,"MAPPERLEY PARK MEDICAL CENTRE","",C84602-811379,200000020790,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191217,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84650,"BOULEVARD MEDICAL CENTRE","",C84650-825767,200000015612,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190924,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84680,"RHR MEDICAL CENTRE","",C84680-825931,200000015777,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190925,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84688,"BILBOROUGH MEDICAL CENTRE","",C84688-814485,200000022931,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200511,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84698,"STRELLEY HEALTH CENTRE (COCKRILL)","",C84698-811584,200000020950,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191217,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84709,"PARK HOUSE MEDICAL CENTRE","",C84709-825913,200000015759,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190925,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C84710,"BULL FARM PRIMARY CARE RESOURCE CENTRE","",C84710-825607,200000015453,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190924,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG"
C86014,"PRINCESS MEDICAL CENTRE","",YGA-0021074,200000010410,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20180501,02X,"NHS DONCASTER CCG"
C86623,"DR ME SHEIKH'S PRACTICE","",C86623-827858,200000017737,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191113,02X,"NHS DONCASTER CCG"
C87621,"BROOM VALLEY ROAD SURGERY","",C87621-828322,200000018216,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191122,03L,"NHS ROTHERHAM CCG"
C88024,"AVENUE MEDICAL PRACTICE","",C88024-826322,200000016170,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191011,03N,"NHS SHEFFIELD CCG"
C88033,"THE FLOWERS HEALTH CENTRE","",C88033-817936,345804477049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141006,03N,"NHS SHEFFIELD CCG"
C88057,"CROOKES VALLEY MEDICAL CENTRE","",C88057-804577,212020195013,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",PCS,"PCS 2008 Release 10 Inc Patches 3559 + 3560",20100527,03N,"NHS SHEFFIELD CCG"
C88643,"DUNNINC ROAD SURGERY","",C88643-816612,200000024646,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20210118,03N,"NHS SHEFFIELD CCG"
D81019,"MINSTER MEDICAL PRACTICE","",YGA-0021074,930400684013,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140106,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG"
D81040,"CHURCH STREET HEALTH CENTRE","",D81040-827779,200000017658,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191113,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG"
D81623,"OLD EXCHANGE SURGERY","",D81623-827812,200000017691,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191113,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG"
D81624,"DOGSTHORPE MEDICAL CENTRE","",D81624-827813,200000017692,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191113,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG"
D82069,"NEWMARKET ROAD SURGERY","",D82069-825502,200000015294,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190816,26A,"NHS NORFOLK AND WAVENEY CCG"
D82641,"CITY REACH HEALTH SERVICES","",YGA-0021074,065413713010,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + EPS2 (AS)",20140122,26A,"NHS NORFOLK AND WAVENEY CCG"
D83036,"CHURCH FARM SURGERY","",D83036-810574,200000020223,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,06L,"NHS IPSWICH AND EAST SUFFOLK CCG"
D83619,"WESTWOOD SURGERY",20180930,YGA-0021074,2E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20150918,06M,"NHS GREAT YARMOUTH AND WAVENEY CCG"
E81023,"CATER STREET SURGERY","",E81023-829327,200000019241,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191205,06F,"NHS BEDFORDSHIRE CCG"
E81054,"SUNDON PARK HEALTH CENTRE","",E81054-813781,200000022598,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200416,06P,"NHS LUTON CCG"
E81059,"SHANNON COURT SURGERY","",YGA-0021074,640598634049,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130905,06F,"NHS BEDFORDSHIRE CCG"
E81062,"CLAPHAM ROAD SURGERY",20190430,YGA-0021074,8.09674E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140108,06F,"NHS BEDFORDSHIRE CCG"
E82028,"BERKHAMSTED GROUP PRACTICE","",E82028-826931,200000016787,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191018,06N,"NHS HERTS VALLEYS CCG"
E82034,"TUDOR SURGERY","",E82034-814562,200000022983,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20200518,06N,"NHS HERTS VALLEYS CCG"
E82034,"TUDOR SURGERY","",E82034-814563,200000022984,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200518,06N,"NHS HERTS VALLEYS CCG"
E82054,"CALLOWLAND SURGERY",0,E82054-815594,6.58E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20131202,06N,"NHS HERTS VALLEYS CCG"
E82057,"WARE ROAD SURGERY","",E82057-829872,200000019784,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191210,06K,"NHS EAST AND NORTH HERTFORDSHIRE CCG"
E82603,"CASSIO SURGERY","",E82603-826968,200000016823,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191018,06N,"NHS HERTS VALLEYS CCG"
E82620,"HAILEYBURY COLLEGE","",E82620-829900,200000019812,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191210,06K,"NHS EAST AND NORTH HERTFORDSHIRE CCG"
E83036,"VALE DRIVE MEDICAL PRACTICE","",E83036-826479,200000016329,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191015,93C,"NHS NORTH CENTRAL LONDON CCG"
E83624,"STATION ROAD NEW BARNET SURGERY","",E83624-826486,200000016336,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191015,07M,"NHS BARNET CCG"
E83631,"CHERRY TREE SURGERY","",E83631-816865,5.67E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140430,07M,"NHS BARNET CCG"
E83633,"WATFORD WAY CENTRE LIMITED","",E83633-808289,23694006018,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120606,07M,"NHS BARNET CCG"
E84023,"PARK HOUSE MEDICAL CENTRE","",E84023-815675,703679337013,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20131206,07P,"NHS BRENT CCG"
E84077,"THE SHELDON PRACTICE","",E84077-812826,565110828011,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130305,07P,"NHS BRENT CCG"
E84624,"PARK ROAD SURGERY","",E84624-815729,562791095044,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20131216,07P,"NHS BRENT CCG"
E84667,"BLESSING MEDICAL CENTRE","",E84667-828973,200000018882,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191204,07P,"NHS BRENT CCG"
E85700,"MANOR HOUSE PRACTICE","",E85700-828827,200000018733,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,07Y,"NHS HOUNSLOW CCG"
E85705,"THE BURLINGTON GARDENS SURGERY",20180430,YGA-0021074,7.29E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20141010,07W,"NHS EALING CCG"
E85732,"GREENBROOK MANOR",20180930,YGA-0021074,17016995049,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130403,07Y,"NHS HOUNSLOW CCG"
E87017,"NORTH WEST LONDON MEDICAL CENTRE",20180930,YGA-0021074,9.32E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140815,09A,"NHS CENTRAL LONDON (WESTMINSTER) CCG"
E87050,"THE PRACTICE BEACON","",E87050-828891,200000018800,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191204,08Y,"NHS WEST LONDON CCG"
E87057,"NAGARAJAN QUEENS PARK HEALTH CENTRE",20190131,YGA-0021074,8.57E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140804,08Y,"NHS WEST LONDON CCG"
E87717,"HARLEY STREET MEDICAL CENTRE",20160106,YGA-0021074,2.79E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core",20140317,09A,"NHS CENTRAL LONDON (WESTMINSTER) CCG"
F81016,"BARBARA CASTLE HEALTH CENTRE","",F81016-812587,200000021729,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191220,07H,"NHS WEST ESSEX CCG"
F81074,"MELBOURNE HOUSE SURGERY","",F81074-810884,200000020456,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191213,06Q,"NHS MID ESSEX CCG"
F81109,"LAYER ROAD SURGERY","",YGA-0021074,218191792017,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,06T,"NHS NORTH EAST ESSEX CCG"
F81127,"HUMBER ROAD SURGERY","",F81127-810931,200000020469,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191213,06Q,"NHS MID ESSEX CCG"
F81151,"MALLING HEALTH - DIPPLE MEDICAL CENTRE","",YGA-0021074,698186685013,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F81168,"SOUTHVIEW PARK SURGERY","",YGA-0021074,83120883018,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F81195,"STEEPLE BUMPSTEAD SURGERY","",YGA-0021074,170987640019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140312,07H,"NHS WEST ESSEX CCG"
F81200,"DR SATHANANDANS PRACTICE","",F81200-812209,200000021471,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191219,99G,"NHS SOUTHEND CCG"
F81608,"KEYHEALTH MEDICAL CENTRE",20190430,YGA-0021074,1.37114E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,07H,"NHS WEST ESSEX CCG"
F81622,"DR MARASCO'S SURGERY","",YGA-0021074,252704755013,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99G,"NHS SOUTHEND CCG"
F81648,"OAKDIN SURGERY","",YGA-0021074,838901822018,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F81691,"EAST TILBURY & CORRINGHAM MEDICAL CENTRE","",YGA-0021074,384685085019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,07G,"NHS THURROCK CCG"
F81738,"BRIMPTON HOUSE","",YGA-0021074,200000014736,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20190510,06Q,"NHS MID ESSEX CCG"
F81756,"PMS THE GORE SURGERY","",YGA-0021074,136809534011,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F82639,"DR JOSEPH","",F82639-828152,200000018047,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191122,08F,"NHS HAVERING CCG"
F82676,"DR GS KALKAT'S PRACTICE","",F82676-827921,200000017806,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191120,07L,"NHS BARKING AND DAGENHAM CCG"
F83677,"THE MATTHEWMAN PRACTICE","",F83677-809627,980748640045,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121001,93C,"NHS NORTH CENTRAL LONDON CCG"
F83682,"ROSSLYN HILL SURGERY","",F83682-826526,200000016376,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191016,93C,"NHS NORTH CENTRAL LONDON CCG"
F84043,"THE SORSBY HEALTH CENTRE","",F84043-812938,204729070019,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130318,07T,"NHS CITY AND HACKNEY CCG"
F84624,"ABNEY HOUSE MEDICAL CENTRE","",F84624-828040,200000017935,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191122,07T,"NHS CITY AND HACKNEY CCG"
F84631,"LORD LISTER HEALTH CENTRE","",F84631-828266,200000018161,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191122,08M,"NHS NEWHAM CCG"
F84708,"DR T LWIN","",F84708-809399,418654724040,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120918,08M,"NHS NEWHAM CCG"
F85077,"GRENOBLE GARDENS SURGERY","",F85077-813215,9.42E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","Emis Web",3012(CAB+ETPv1),20130422,07X,"NHS ENFIELD CCG"
F85645,"MYDDLETON ROAD SURGERY","",F85645-812352,227784357013,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20130128,93C,"NHS NORTH CENTRAL LONDON CCG"
F85686,"TRINITY AVENUE SURGERY","",F85686-813735,200000022532,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200414,93C,"NHS NORTH CENTRAL LONDON CCG"
F86073,"LEYTON GREEN NEIGHBOURHOOD HS","",F86073-828620,200000018526,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191202,08W,"NHS WALTHAM FOREST CCG"
F86704,"PAULZ SURGERY","",YGA-0021074,274585141048,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20121129,08N,"NHS REDBRIDGE CCG"
G81026,"WARRIOR SQUARE SURGERY","",G81026-810159,200000020003,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191211,97R,"NHS EAST SUSSEX CCG"
G81027,"BOLTON ROAD SURGERY","",G81027-829771,200000019683,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,97R,"NHS EAST SUSSEX CCG"
G81035,"RIVER LODGE SURGERY","",G81035-810022,200000019916,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191211,97R,"NHS EAST SUSSEX CCG"
G81045,"ST ANDREWS SURGERY","",G81045-810026,200000019919,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191211,97R,"NHS EAST SUSSEX CCG"
G81056,"ENYS ROAD SURGERY","",G81056-829776,200000019688,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,97R,"NHS EAST SUSSEX CCG"
G81063,"LEWES ROAD SURGERY",20180430,YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20150421,09D,"NHS BRIGHTON AND HOVE CCG"
G81105,"CHURCHWOOD MEDICAL PRACTICE","",G81105-810207,200000020020,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191211,97R,"NHS EAST SUSSEX CCG"
G82011,"SUNLIGHT CENTRE SURGERY","",G82011-822556,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20170512,09W,"NHS MEDWAY CCG"
G82065,"DR SINHA GC","",G82065-813204,901681230016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130422,99J,"NHS WEST KENT CCG"
G82096,"THE FORGE SURGERY","",G82096-0004343,018207189038,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 7",20050804,91Q,"NHS KENT AND MEDWAY CCG"
G82109,"THE RAILSIDE SURGERY","",G82109-810752,200000020367,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191213,91Q,"NHS KENT AND MEDWAY CCG"
G82148,"THE BUTCHERY SURGERY","",G82148-0003760,072581171039,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 321 QMT 2934 CONFIG 6",20050722,91Q,"NHS KENT AND MEDWAY CCG"
G82175,"DR H BEERSTECHER PRACTICE","",YGA-0021074,293267137017,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140122,91Q,"NHS KENT AND MEDWAY CCG"
G82206,"JOYDENS WOOD MEDICAL CENTRE","",G82206-0006560,630881933034,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 5",20051020,91Q,"NHS KENT AND MEDWAY CCG"
G82221,"ELMDENE SURGERY","",G82221-0005903,318689243034,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 380 QMT 3101 CONFIG 7",20051004,91Q,"NHS KENT AND MEDWAY CCG"
G82622,"THE SURGERY RAILWAY STREET","",G82622-810769,200000020382,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191213,91Q,"NHS KENT AND MEDWAY CCG"
G82662,"PENCESTER HEALTH","",G82662-808288,5.17E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120606,10A,"NHS SOUTH KENT COAST CCG"
G82686,"MINSTER MEDICAL CENTRE","",G82686-813561,623410499049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130513,10D,"NHS SWALE CCG"
G82727,"MALLING HEALTH BLUE SUITE","",G82727-822566,200000008629,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20170518,09W,"NHS MEDWAY CCG"
G82777,COBTREE,"",G82777-823467,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",20180222,99J,"NHS WEST KENT CCG"
G82820,"WAYFIELD ROAD SURGERY","",G82820-810826,200000020401,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191213,91Q,"NHS KENT AND MEDWAY CCG"
G83022,"DR V SANDRASAGRA'S PRACTICE","",G83022-0010626,322979380035,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 5",20060523,72Q,"NHS SOUTH EAST LONDON CCG"
G83034,"ELTHAM PARK SURGERY","",G83034-0009932,262582975039,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 5",20060407,72Q,"NHS SOUTH EAST LONDON CCG"
G84021,"CHARTERHOUSE SURGERY","",G84021-827962,200000017850,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191120,72Q,"NHS SOUTH EAST LONDON CCG"
G84628,"CROSS HALL SURGERY","",G84628-827984,200000017872,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191120,72Q,"NHS SOUTH EAST LONDON CCG"
G85048,"THE BROCKLEY ROAD SURGERY","",G85048-828223,200000018118,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191122,08L,"NHS LEWISHAM CCG"
G85050,"SIR JOHN KIRK CLOSE SURGERY","",G85050-828513,200000018409,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191128,72Q,"NHS SOUTH EAST LONDON CCG"
G85112,"THE HAMBLEDEN CLINIC","",G85112-809178,967463023010,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120906,08Q,"NHS SOUTHWARK CCG"
G85717,"DR BK BATRA'S PRACTICE","",G85717-809422,367705004045,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120918,08L,"NHS LEWISHAM CCG"
H81079,"STAINES THAMESIDE MEDICAL","",H81079-811256,200000020693,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191216,92A,"NHS SURREY HEARTLANDS CCG"
H81101,"WHYTELEAFE SURGERY","",H81101-825273,200000015016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20190703,09L,"NHS EAST SURREY CCG"
H81118,"AURIOL MEDICAL PRACTICE",20180930,H81118-816879,3.98E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140506,99H,"NHS SURREY DOWNS CCG"
H81611,"RIVERBANK SURGERY","",YGA-0021074,833924678018,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99H,"NHS SURREY DOWNS CCG"
H81647,"NEW INN SURGERY","",H81647-810127,200000019987,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191211,92A,"NHS SURREY HEARTLANDS CCG"
H81664,"DR R J POOL","",H81664-811281,200000020710,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191216,92A,"NHS SURREY HEARTLANDS CCG"
H81667,"SOUTH PARK SURGERY",20181220,H81667-821979,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",20160915,09L,"NHS EAST SURREY CCG"
H82015,"PHOENIX MEDICAL GROUP","",YGA-0021074,200000023494,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20200804,70F,"NHS WEST SUSSEX CCG"
H82029,"THE MANOR PRACTICE","",H82029-825415,200000015191,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20190801,70F,"NHS WEST SUSSEX CCG"
H82083,"NORTHBOURNE MEDICAL CENTRE","",H82083-825426,200000015202,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20190801,70F,"NHS WEST SUSSEX CCG"
H82641,"THE LAWNS SURGERY","",H82641-829558,200000019470,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191209,09G,"NHS COASTAL WEST SUSSEX CCG"
H83027,"PARKWAY HEALTH CENTRE (01)","",H83027-828391,200000018282,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191125,36L,"NHS SOUTH WEST LONDON CCG"
