odsCode,grouping
G81052,ccg_brighton
G81053,ccg_brighton
G81054,ccg_brighton
G81057,ccg_brighton
G81059,ccg_brighton
G81061,ccg_brighton
G81065,ccg_brighton
G81070,ccg_brighton
G81071,ccg_brighton
G81073,ccg_brighton
G81074,ccg_brighton
G81076,ccg_brighton
G81077,ccg_brighton
G81082,ccg_brighton
G81083,ccg_brighton
G81084,ccg_brighton
G81085,ccg_brighton
G81087,ccg_brighton
G81088,ccg_brighton
G81089,ccg_brighton
G81095,ccg_brighton
G81096,ccg_brighton
G81098,ccg_brighton
G81099,ccg_brighton
G81100,ccg_brighton
G81102,ccg_brighton
G81104,ccg_brighton
G81105,ccg_brighton
G81614,ccg_brighton
G81638,ccg_brighton
G81641,ccg_brighton
G81656,ccg_brighton
G81658,ccg_brighton
G81663,ccg_brighton
G81667,ccg_brighton
G81669,ccg_brighton
G81680,ccg_brighton
G81684,ccg_brighton
G81694,ccg_brighton
H82003,ccg_brighton
H82004,ccg_brighton
H82005,ccg_brighton
H82006,ccg_brighton
H82007,ccg_brighton
H82008,ccg_brighton
H82010,ccg_brighton
H82011,ccg_brighton
H82012,ccg_brighton
H82013,ccg_brighton
H82014,ccg_brighton
H82015,ccg_brighton
H82016,ccg_brighton
H82020,ccg_brighton
H82022,ccg_brighton
H82023,ccg_brighton
H82025,ccg_brighton
H82026,ccg_brighton
H82027,ccg_brighton
H82028,ccg_brighton
H82029,ccg_brighton
H82030,ccg_brighton
H82031,ccg_brighton
H82032,ccg_brighton
H82033,ccg_brighton
H82034,ccg_brighton
H82035,ccg_brighton
H82036,ccg_brighton
H82037,ccg_brighton
H82038,ccg_brighton
H82039,ccg_brighton
H82040,ccg_brighton
H82041,ccg_brighton
H82042,ccg_brighton
H82043,ccg_brighton
H82044,ccg_brighton
H82045,ccg_brighton
H82046,ccg_brighton
H82047,ccg_brighton
H82049,ccg_brighton
H82050,ccg_brighton
H82051,ccg_brighton
H82052,ccg_brighton
H82053,ccg_brighton
H82055,ccg_brighton
H82057,ccg_brighton
H82058,ccg_brighton
H82059,ccg_brighton
H82060,ccg_brighton
H82061,ccg_brighton
H82063,ccg_brighton
H82064,ccg_brighton
H82065,ccg_brighton
H82066,ccg_brighton
H82067,ccg_brighton
H82070,ccg_brighton
H82072,ccg_brighton
H82076,ccg_brighton
H82077,ccg_brighton
H82078,ccg_brighton
H82083,ccg_brighton
H82084,ccg_brighton
H82087,ccg_brighton
H82088,ccg_brighton
H82089,ccg_brighton
H82091,ccg_brighton
H82092,ccg_brighton
H82095,ccg_brighton
H82096,ccg_brighton
H82098,ccg_brighton
H82099,ccg_brighton
H82100,ccg_brighton
H82615,ccg_brighton
H82621,ccg_brighton
H82640,ccg_brighton
Y00080,ccg_brighton
Y00351,ccg_brighton
Y02676,ccg_brighton
Y02816,ccg_brighton
Y03051,ccg_brighton
Y05078,ccg_brighton
Y06007,ccg_brighton
G81006,ccg_brighton
G81041,ccg_brighton
G81050,ccg_brighton
G81056,ccg_brighton
G81075,ccg_brighton
G81090,ccg_brighton
G81613,ccg_brighton
G81689,ccg_brighton
H82009,ccg_brighton
H82017,ccg_brighton
H82021,ccg_brighton
H82048,ccg_brighton
H82056,ccg_brighton
E87045,ccg_central_london
E87066,ccg_central_london
N81001,ccg_cheshire
N81002,ccg_cheshire
N81008,ccg_cheshire
N81010,ccg_cheshire
N81013,ccg_cheshire
N81016,ccg_cheshire
N81022,ccg_cheshire
N81026,ccg_cheshire
N81027,ccg_cheshire
N81029,ccg_cheshire
N81032,ccg_cheshire
N81033,ccg_cheshire
N81039,ccg_cheshire
N81040,ccg_cheshire
N81042,ccg_cheshire
N81043,ccg_cheshire
N81044,ccg_cheshire
N81047,ccg_cheshire
N81049,ccg_cheshire
N81052,ccg_cheshire
N81053,ccg_cheshire
N81062,ccg_cheshire
N81067,ccg_cheshire
N81068,ccg_cheshire
N81069,ccg_cheshire
N81070,ccg_cheshire
N81071,ccg_cheshire
N81077,ccg_cheshire
N81084,ccg_cheshire
N81085,ccg_cheshire
N81086,ccg_cheshire
N81087,ccg_cheshire
N81088,ccg_cheshire
N81090,ccg_cheshire
N81111,ccg_cheshire
N81118,ccg_cheshire
N81127,ccg_cheshire
N81614,ccg_cheshire
N81632,ccg_cheshire
N81642,ccg_cheshire
Y05750,ccg_cheshire
C81001,ccg_derbyshire
C81002,ccg_derbyshire
C81003,ccg_derbyshire
C81004,ccg_derbyshire
C81005,ccg_derbyshire
C81006,ccg_derbyshire
C81007,ccg_derbyshire
C81008,ccg_derbyshire
C81009,ccg_derbyshire
C81010,ccg_derbyshire
C81012,ccg_derbyshire
C81013,ccg_derbyshire
C81014,ccg_derbyshire
C81015,ccg_derbyshire
C81016,ccg_derbyshire
C81017,ccg_derbyshire
C81019,ccg_derbyshire
C81020,ccg_derbyshire
C81021,ccg_derbyshire
C81022,ccg_derbyshire
C81023,ccg_derbyshire
C81025,ccg_derbyshire
C81026,ccg_derbyshire
C81027,ccg_derbyshire
C81028,ccg_derbyshire
C81029,ccg_derbyshire
C81030,ccg_derbyshire
C81031,ccg_derbyshire
C81032,ccg_derbyshire
C81033,ccg_derbyshire
C81034,ccg_derbyshire
C81035,ccg_derbyshire
C81036,ccg_derbyshire
C81037,ccg_derbyshire
C81038,ccg_derbyshire
C81039,ccg_derbyshire
C81040,ccg_derbyshire
C81041,ccg_derbyshire
C81042,ccg_derbyshire
C81044,ccg_derbyshire
C81045,ccg_derbyshire
C81046,ccg_derbyshire
C81047,ccg_derbyshire
C81048,ccg_derbyshire
C81049,ccg_derbyshire
C81050,ccg_derbyshire
C81051,ccg_derbyshire
C81052,ccg_derbyshire
C81053,ccg_derbyshire
C81054,ccg_derbyshire
C81055,ccg_derbyshire
C81056,ccg_derbyshire
C81057,ccg_derbyshire
C81058,ccg_derbyshire
C81059,ccg_derbyshire
C81060,ccg_derbyshire
C81061,ccg_derbyshire
C81062,ccg_derbyshire
C81063,ccg_derbyshire
C81064,ccg_derbyshire
C81065,ccg_derbyshire
C81066,ccg_derbyshire
C81067,ccg_derbyshire
C81068,ccg_derbyshire
C81069,ccg_derbyshire
C81070,ccg_derbyshire
C81071,ccg_derbyshire
C81072,ccg_derbyshire
C81073,ccg_derbyshire
C81074,ccg_derbyshire
C81075,ccg_derbyshire
C81076,ccg_derbyshire
C81080,ccg_derbyshire
C81082,ccg_derbyshire
C81083,ccg_derbyshire
C81084,ccg_derbyshire
C81086,ccg_derbyshire
C81087,ccg_derbyshire
C81089,ccg_derbyshire
C81090,ccg_derbyshire
C81091,ccg_derbyshire
C81092,ccg_derbyshire
C81094,ccg_derbyshire
C81095,ccg_derbyshire
C81096,ccg_derbyshire
C81097,ccg_derbyshire
C81099,ccg_derbyshire
C81101,ccg_derbyshire
C81104,ccg_derbyshire
C81108,ccg_derbyshire
C81110,ccg_derbyshire
C81113,ccg_derbyshire
C81114,ccg_derbyshire
C81115,ccg_derbyshire
C81118,ccg_derbyshire
C81604,ccg_derbyshire
C81611,ccg_derbyshire
C81616,ccg_derbyshire
C81634,ccg_derbyshire
C81638,ccg_derbyshire
C81642,ccg_derbyshire
C81647,ccg_derbyshire
C81648,ccg_derbyshire
C81649,ccg_derbyshire
C81652,ccg_derbyshire
C81653,ccg_derbyshire
C81655,ccg_derbyshire
C81658,ccg_derbyshire
C81661,ccg_derbyshire
C81662,ccg_derbyshire
C81672,ccg_derbyshire
Y01812,ccg_derbyshire
Y01994,ccg_derbyshire
Y02442,ccg_derbyshire
Y02490,ccg_derbyshire
Y04977,ccg_derbyshire
Y04995,ccg_derbyshire
Y05286,ccg_derbyshire
Y05733,ccg_derbyshire
Y06163,ccg_derbyshire
Y06164,ccg_derbyshire
L83001,ccg_devon
L83002,ccg_devon
L83003,ccg_devon
L83004,ccg_devon
L83005,ccg_devon
L83006,ccg_devon
L83007,ccg_devon
L83008,ccg_devon
L83009,ccg_devon
L83010,ccg_devon
L83011,ccg_devon
L83012,ccg_devon
L83013,ccg_devon
L83014,ccg_devon
L83015,ccg_devon
L83016,ccg_devon
L83017,ccg_devon
L83018,ccg_devon
L83019,ccg_devon
L83020,ccg_devon
L83021,ccg_devon
L83022,ccg_devon
L83023,ccg_devon
L83024,ccg_devon
L83025,ccg_devon
L83026,ccg_devon
L83027,ccg_devon
L83028,ccg_devon
L83029,ccg_devon
L83030,ccg_devon
L83031,ccg_devon
L83032,ccg_devon
L83033,ccg_devon
L83034,ccg_devon
L83035,ccg_devon
L83036,ccg_devon
L83037,ccg_devon
L83038,ccg_devon
L83039,ccg_devon
L83040,ccg_devon
L83041,ccg_devon
L83042,ccg_devon
L83043,ccg_devon
L83044,ccg_devon
L83045,ccg_devon
L83046,ccg_devon
L83047,ccg_devon
L83048,ccg_devon
L83049,ccg_devon
L83050,ccg_devon
L83051,ccg_devon
L83052,ccg_devon
L83053,ccg_devon
L83054,ccg_devon
L83055,ccg_devon
L83056,ccg_devon
L83057,ccg_devon
L83058,ccg_devon
L83059,ccg_devon
L83061,ccg_devon
L83063,ccg_devon
L83064,ccg_devon
L83065,ccg_devon
L83066,ccg_devon
L83067,ccg_devon
L83068,ccg_devon
L83069,ccg_devon
L83070,ccg_devon
L83071,ccg_devon
L83072,ccg_devon
L83073,ccg_devon
L83074,ccg_devon
L83075,ccg_devon
L83076,ccg_devon
L83077,ccg_devon
L83078,ccg_devon
L83079,ccg_devon
L83080,ccg_devon
L83081,ccg_devon
L83082,ccg_devon
L83083,ccg_devon
L83084,ccg_devon
L83085,ccg_devon
L83086,ccg_devon
L83087,ccg_devon
L83088,ccg_devon
L83089,ccg_devon
L83091,ccg_devon
L83092,ccg_devon
L83093,ccg_devon
L83094,ccg_devon
L83095,ccg_devon
L83096,ccg_devon
L83097,ccg_devon
L83098,ccg_devon
L83099,ccg_devon
L83100,ccg_devon
L83101,ccg_devon
L83102,ccg_devon
L83103,ccg_devon
L83105,ccg_devon
L83106,ccg_devon
L83107,ccg_devon
L83108,ccg_devon
L83109,ccg_devon
L83110,ccg_devon
L83111,ccg_devon
L83112,ccg_devon
L83113,ccg_devon
L83115,ccg_devon
L83116,ccg_devon
L83117,ccg_devon
L83118,ccg_devon
L83120,ccg_devon
L83121,ccg_devon
L83122,ccg_devon
L83123,ccg_devon
L83125,ccg_devon
L83126,ccg_devon
L83127,ccg_devon
L83128,ccg_devon
L83129,ccg_devon
L83130,ccg_devon
L83131,ccg_devon
L83132,ccg_devon
L83133,ccg_devon
L83134,ccg_devon
L83135,ccg_devon
L83136,ccg_devon
L83137,ccg_devon
L83138,ccg_devon
L83139,ccg_devon
L83141,ccg_devon
L83143,ccg_devon
L83144,ccg_devon
L83145,ccg_devon
L83146,ccg_devon
L83147,ccg_devon
L83148,ccg_devon
L83149,ccg_devon
L83601,ccg_devon
L83607,ccg_devon
L83608,ccg_devon
L83613,ccg_devon
L83614,ccg_devon
L83616,ccg_devon
L83617,ccg_devon
L83618,ccg_devon
L83622,ccg_devon
L83624,ccg_devon
L83625,ccg_devon
L83626,ccg_devon
L83627,ccg_devon
L83628,ccg_devon
L83629,ccg_devon
L83630,ccg_devon
L83632,ccg_devon
L83633,ccg_devon
L83635,ccg_devon
L83636,ccg_devon
L83637,ccg_devon
L83639,ccg_devon
L83640,ccg_devon
L83642,ccg_devon
L83643,ccg_devon
L83644,ccg_devon
L83646,ccg_devon
L83647,ccg_devon
L83648,ccg_devon
L83650,ccg_devon
L83651,ccg_devon
L83652,ccg_devon
L83654,ccg_devon
L83655,ccg_devon
L83657,ccg_devon
L83658,ccg_devon
L83661,ccg_devon
L83663,ccg_devon
L83664,ccg_devon
L83666,ccg_devon
L83670,ccg_devon
L83672,ccg_devon
L83673,ccg_devon
E84059,ccg_ealing
E85006,ccg_ealing
E85012,ccg_ealing
E85013,ccg_ealing
E85014,ccg_ealing
E85019,ccg_ealing
E85021,ccg_ealing
E85023,ccg_ealing
E85026,ccg_ealing
E85028,ccg_ealing
E85034,ccg_ealing
E85041,ccg_ealing
E85046,ccg_ealing
E85049,ccg_ealing
E85050,ccg_ealing
E85051,ccg_ealing
E85053,ccg_ealing
E85054,ccg_ealing
E85057,ccg_ealing
E85061,ccg_ealing
E85064,ccg_ealing
E85066,ccg_ealing
E85069,ccg_ealing
E85075,ccg_ealing
E85083,ccg_ealing
E85088,ccg_ealing
E85090,ccg_ealing
E85091,ccg_ealing
E85096,ccg_ealing
E85098,ccg_ealing
E85099,ccg_ealing
E85103,ccg_ealing
E85105,ccg_ealing
E85107,ccg_ealing
E85108,ccg_ealing
E85109,ccg_ealing
E85111,ccg_ealing
E85112,ccg_ealing
E85116,ccg_ealing
E85119,ccg_ealing
E85120,ccg_ealing
E85121,ccg_ealing
E85122,ccg_ealing
E85123,ccg_ealing
E85127,ccg_ealing
E85129,ccg_ealing
E85130,ccg_ealing
E85617,ccg_ealing
E85628,ccg_ealing
E85630,ccg_ealing
E85633,ccg_ealing
E85635,ccg_ealing
E85640,ccg_ealing
E85643,ccg_ealing
E85656,ccg_ealing
E85657,ccg_ealing
E85663,ccg_ealing
E85677,ccg_ealing
E85680,ccg_ealing
E85682,ccg_ealing
E85687,ccg_ealing
E85694,ccg_ealing
E85712,ccg_ealing
E85714,ccg_ealing
E85715,ccg_ealing
E85721,ccg_ealing
E85723,ccg_ealing
E85725,ccg_ealing
E85726,ccg_ealing
E85740,ccg_ealing
E85743,ccg_ealing
E85745,ccg_ealing
Y01221,ccg_ealing
Y02342,ccg_ealing
B81004,ccg_east_riding
B81006,ccg_east_riding
B81009,ccg_east_riding
B81010,ccg_east_riding
B81013,ccg_east_riding
B81014,ccg_east_riding
B81024,ccg_east_riding
B81025,ccg_east_riding
B81029,ccg_east_riding
B81034,ccg_east_riding
B81037,ccg_east_riding
B81041,ccg_east_riding
B81042,ccg_east_riding
B81051,ccg_east_riding
B81060,ccg_east_riding
B81061,ccg_east_riding
B81068,ccg_east_riding
B81069,ccg_east_riding
B81070,ccg_east_riding
B81082,ccg_east_riding
B81088,ccg_east_riding
B81092,ccg_east_riding
B81100,ccg_east_riding
B81101,ccg_east_riding
B81619,ccg_east_riding
B81653,ccg_east_riding
B81658,ccg_east_riding
B81666,ccg_east_riding
Y02656,ccg_east_riding
G81007,ccg_east_sussex
G81024,ccg_east_sussex
G81030,ccg_east_sussex
G81037,ccg_east_sussex
G81040,ccg_east_sussex
G81043,ccg_east_sussex
G81055,ccg_east_sussex
G81086,ccg_east_sussex
G81634,ccg_east_sussex
E85003,ccg_hammersmith_and_fulham
E85005,ccg_hammersmith_and_fulham
E85008,ccg_hammersmith_and_fulham
E85016,ccg_hammersmith_and_fulham
E85020,ccg_hammersmith_and_fulham
E85025,ccg_hammersmith_and_fulham
E85029,ccg_hammersmith_and_fulham
E85032,ccg_hammersmith_and_fulham
E85033,ccg_hammersmith_and_fulham
E85038,ccg_hammersmith_and_fulham
E85042,ccg_hammersmith_and_fulham
E85048,ccg_hammersmith_and_fulham
E85055,ccg_hammersmith_and_fulham
E85074,ccg_hammersmith_and_fulham
E85077,ccg_hammersmith_and_fulham
E85118,ccg_hammersmith_and_fulham
E85124,ccg_hammersmith_and_fulham
E85125,ccg_hammersmith_and_fulham
E85128,ccg_hammersmith_and_fulham
E85624,ccg_hammersmith_and_fulham
E85636,ccg_hammersmith_and_fulham
E85649,ccg_hammersmith_and_fulham
E85659,ccg_hammersmith_and_fulham
E85672,ccg_hammersmith_and_fulham
E85685,ccg_hammersmith_and_fulham
E85719,ccg_hammersmith_and_fulham
E85748,ccg_hammersmith_and_fulham
Y02906,ccg_hammersmith_and_fulham
E84004,ccg_harrow
E84005,ccg_harrow
E84008,ccg_harrow
E84009,ccg_harrow
E84014,ccg_harrow
E84018,ccg_harrow
E84022,ccg_harrow
E84024,ccg_harrow
E84039,ccg_harrow
E84040,ccg_harrow
E84044,ccg_harrow
E84053,ccg_harrow
E84057,ccg_harrow
E84058,ccg_harrow
E84061,ccg_harrow
E84062,ccg_harrow
E84068,ccg_harrow
E84069,ccg_harrow
E84070,ccg_harrow
E84075,ccg_harrow
E84601,ccg_harrow
E84617,ccg_harrow
E84646,ccg_harrow
E84647,ccg_harrow
E84653,ccg_harrow
E84658,ccg_harrow
E84663,ccg_harrow
E84676,ccg_harrow
E84680,ccg_harrow
E84681,ccg_harrow
E84693,ccg_harrow
E84713,ccg_harrow
Y05080,ccg_harrow
E86001,ccg_hillingdon
E86003,ccg_hillingdon
E86004,ccg_hillingdon
E86005,ccg_hillingdon
E86006,ccg_hillingdon
E86007,ccg_hillingdon
E86009,ccg_hillingdon
E86010,ccg_hillingdon
E86011,ccg_hillingdon
E86012,ccg_hillingdon
E86014,ccg_hillingdon
E86015,ccg_hillingdon
E86016,ccg_hillingdon
E86017,ccg_hillingdon
E86018,ccg_hillingdon
E86019,ccg_hillingdon
E86020,ccg_hillingdon
E86022,ccg_hillingdon
E86024,ccg_hillingdon
E86026,ccg_hillingdon
E86027,ccg_hillingdon
E86028,ccg_hillingdon
E86029,ccg_hillingdon
E86030,ccg_hillingdon
E86033,ccg_hillingdon
E86034,ccg_hillingdon
E86036,ccg_hillingdon
E86038,ccg_hillingdon
E86041,ccg_hillingdon
E86042,ccg_hillingdon
E86605,ccg_hillingdon
E86609,ccg_hillingdon
E86610,ccg_hillingdon
E86612,ccg_hillingdon
E86615,ccg_hillingdon
E86618,ccg_hillingdon
E86619,ccg_hillingdon
E86620,ccg_hillingdon
E86625,ccg_hillingdon
E86626,ccg_hillingdon
E86629,ccg_hillingdon
E86632,ccg_hillingdon
E86637,ccg_hillingdon
E86640,ccg_hillingdon
Y00352,ccg_hillingdon
E85001,ccg_hounslow
E85004,ccg_hounslow
E85007,ccg_hounslow
E85015,ccg_hounslow
E85018,ccg_hounslow
E85024,ccg_hounslow
E85030,ccg_hounslow
E85035,ccg_hounslow
E85040,ccg_hounslow
E85045,ccg_hounslow
E85052,ccg_hounslow
E85056,ccg_hounslow
E85058,ccg_hounslow
E85059,ccg_hounslow
E85060,ccg_hounslow
E85062,ccg_hounslow
E85071,ccg_hounslow
E85113,ccg_hounslow
E85114,ccg_hounslow
E85115,ccg_hounslow
E85126,ccg_hounslow
E85600,ccg_hounslow
E85605,ccg_hounslow
E85625,ccg_hounslow
E85658,ccg_hounslow
E85681,ccg_hounslow
E85683,ccg_hounslow
E85692,ccg_hounslow
E85693,ccg_hounslow
E85696,ccg_hounslow
E85697,ccg_hounslow
E85699,ccg_hounslow
E85700,ccg_hounslow
E85707,ccg_hounslow
E85708,ccg_hounslow
E85713,ccg_hounslow
E85716,ccg_hounslow
E85718,ccg_hounslow
E85727,ccg_hounslow
E85734,ccg_hounslow
E85735,ccg_hounslow
E85736,ccg_hounslow
E85739,ccg_hounslow
